value,label,snippet
379,8034fa59293fec3669d41a392e1b2062350a6847,"<h2>To request an EAD, you must file Form I-765, Application for Employment Authorization. You will need to apply for an EAD if you:</h2><p>** You have a nonimmigrant status that allows you to be in the United States but does not allow you to work in the United States without first seeking permission from USCIS (such as an F-1 or M-1 student).</p>"
346,804aeabcd9bcf7118763bead3bd3b1d1d8c9b411,"<h2>How to complain</h2><p>If you write, include:</p><ul><li>the word ‘Complaint’ at the top of your letter</li></ul>"
244,80800e866c0bd012d2ad1560a22dacf78b99ceaa,"<h2>Maximum SERPS pension and State Pension top up you can inherit</h2><p>If they died before 6 October 2002, you can inherit up to 100% of their SERPS pension.</p>"
217,80af105a9adfd3a36837c21ec158927b122043d1,"<h4>Setting target amounts</h4><p>Where a specific amount needs paying, you can set a target amount. When this is reached deductions will stop. You can add target amounts to an existing deduction or create one with a new deduction.</p>"
603,81b9114a26fc20b463b400f2cd854650a74bbaea,"<p>An EIDL can help you meet necessary financial obligations that your business or private, non-profit organization could have met had the disaster not occurred. It provides relief from economic injury caused directly by the disaster and permits you to maintain a reasonable working capital position during the period affected by the disaster. EIDLs do not replace lost sales or revenue.</p>"
524,8236106822d9fa0b54d0654f6da8c1f7093b668e,"<h2>Renewal EAD</h2><p>If you are still eligible for employment authorization but your EAD will be expiring or has expired, you should file for a renewal EAD by submitting a new Form I-765 and filing fee (if required), unless a fee waiver is requested and approved. Generally, you should not file for a renewal EAD more than 180 days before your original EAD expires.</p>"
617,825356c72fa24c9f5488a4a6cb5ed43c61cbf6ab,"<p>To develop the necessary infrastructure and faculty expertise to carry out research projects that identify and solve problems within tribal and American Indian communities, and offer students an improved research experience in preparation for career or higher education opportunities in the food, agricultural, natural resource sciences and human sciences.</p>"
565,830a20d3650424f75d46c429b5041762a1916b10,"<h3>Apply for a plant health certificate</h3><p>If you’re a member of the Plant Health Propagation Scheme or the Seed potato Classification Scheme, you may not need an inspection. Contact APHA to find out.</p>"
490,8373c0c549c0ba47d01212efb9b75ec222a65d0b,"<h1>6. Inheriting Additional State Pension</h1><p>If your spouse or civil partner died within 90 days of topping up their State Pension, the top up should have been refunded to their estate (their total property, money and possessions), minus any payments they received before they died. This means you won’t inherit the top up as part of their Additional State Pension.</p>"
173,838ddffca4b43df0507928ce090aaec29a5bf80c,"<h3>Find, view, correct or delete event details — aged care providers guide</h3><p>If you search by Unique ID you need to supply the Unique ID for the event.</p>"
155,83c8662611f5682212ac919bd86dd84dc677c46e,<h2>Reliefs</h2><p>You may get tax relief if the property was:</p><ul><li>your home</li><li>a business asset</li><li>occupied by a dependent relative - find out more in the guidance on Private Residence Relief</li></ul>
240,8412a723ed9021bacf1fc601975bedf6adbd3fb4,<h3>Who can sponsor you</h3><p>You can only apply to extend your leave to study if your current sponsor is:</p><ul><li>a higher education institute (HEI)</li><li>an overseas HEI</li><li>an embedded college offering pathway courses</li><li>an independent school</li></ul>
57,84177d8f8acc507ff301861ddb661ae023dcb59b,"<p>The Fishermen's Contingency Fund (FCF) was established to compensate fishermen for economic and property losses caused by oil and gas obstructions on the U.S. Outer Continental Shelf. The fund was established in the U.S. Department of the Treasury, without fiscal year limitation, as a revolving fund comprised of assessments paid by offshore oil and gas interests. Compensation for economic loss is based on 50 percent of gross income lost, rather than loss of profits.</p>"
389,857b35033ef36aa4730844ce555ebcca19394bea,<p>Reservists and National Guard members who are activated for Federal service OR who die/become disabled while on training status are considered Veterans.</p>
563,85b5781cebb09373bb7c2540c7ab8b94dccdce88,"<h1>3. Appointees</h1><p>You can apply for the right to deal with the tax credits of someone who can’t manage their own affairs, eg because they’re mentally incapable or severely disabled.</p>"
520,864ac74daf4c00e7449271ea594a52f4253b7e9f,<h1>1. How VAT works</h1><p>VAT is charged on things like:</p><ul><li>business sales - for example when you sell goods and services</li><li>hiring or loaning goods to someone</li><li>selling business assets</li><li>commission</li></ul>
519,8690766d368fcbeb3ee17f4f7c00ace0ae59c778,"<h2>How you can take your pension</h2><p>If you take payments from a pension before taking the rest as a lump sum, you pay tax on the whole lump sum.</p>"
377,873fa063c002e51dc67e62bcfafac11ca568cfe7,<h3>Standard rate</h3><p>Most goods and services are standard rate. You should charge this rate unless the goods or services are classed as reduced or zero-rated.</p>
561,8895fcaf5fbaffed322df60028fe4379b60ebc96,<h3>Register for Aged Care Online Claiming</h3><p>Your service must be registered to use Aged Care Online Claiming.</p>
413,8975b7f056b639efc5fed6f4011b568d4a52142a,<h2>Eligibility</h2><p>There are 2 ways to qualify for the Warm Home Discount Scheme:</p><ul><li>you get the Guarantee Credit element of Pension Credit - known as the ‘core group’</li><li>you’re on a low income and meet your energy supplier’s criteria for the scheme - known as the ‘broader group’</li></ul>
598,89cefe7c7dafe746789a1280fc273cc1baa9fdde,"<h1>1. Overview</h1><p>You usually get a Winter Fuel Payment automatically if you’re eligible and you get the State Pension or another social security benefit (not Housing Benefit, Council Tax Reduction, Child Benefit or Universal Credit).</p>"
366,8a5a14eaa8f842896700ad948fb312d21765eb95,"<p>The Native American Direct Loan (NADL) program makes home loans available to eligible Native American Veterans who wish to purchase, construct, or improve a home on Federal Trust land or to reduce the interest rate.</p>"
33,8a725fb2578a580799f1b9a033c66db31a1124bb,"<h4>Issuing an account to your patient</h4><p>If you privately bill with an account, your patient can claim their Medicare benefit electronically at your surgery if you offer Medicare Online or Medicare Easyclaim as a claiming option. If you don’t, your patient can claim their benefit through us.</p>"
269,8adb18d20b2a40728d1587739ebd24ef91d724f0,"<h1>2. How to register</h1><p>Register by post using form:</p><ul><li>VAT1A if you’re an EU business ‘distance selling’ to the UK</li><li>VAT1B if you import (‘acquire’) goods worth more than £85,000 from another EU country</li><li>VAT1C if you’re disposing of assets on which 8th or 13th Directive refunds have been claimed</li></ul>"
138,8b031633155cb45104fd79d547d6ac6b5af0694b,<h2>National Insurance</h2><p>You can’t claim back any National Insurance when you leave.</p>
297,8bb9bca38ef0272d09cfe19f4b041fa4a01c9d69,"<h2>North Korea</h2><p>The banned luxury goods for North Korea are:</p><ul><li>high quality cigars and cigarillos</li><li>luxury perfumes, toilet waters, cosmetics, make up and beauty products</li><li>high quality leather goods - for example, handbags travel goods and saddlery</li><li>high quality clothes, clothing accessories and shoes</li></ul>"
39,8bde5cc1fa70d6ee596f92e3063f27d000f69346,"<h3>You’re from Algeria, Morocco, San Marino or Tunisia</h3><p>You can’t get Working Tax Credit.</p>"
185,8be166fb898e572a1c347742d023cc69139e336e,<h2>Sanctionable benefits</h2><p>The following benefits can be reduced or stopped if you commit benefit fraud:</p><ul><li>Working Tax Credit</li></ul>
275,8bf1614c129df98ff985599857bb8816a22224c4,<h3>Apply for a certificate of free sale</h3><p>It’s free to apply and the certificates don’t expire (unless the country you’re exporting to specifies a time limit).</p>
129,8c00ce736a5ca77d05e1b0b82b2b1a6d5d70f513,"<h1>2. Charity donations: tax relief</h1><p>Donations to charity from individuals are tax free. You can get tax relief if you donate:</p><ul><li>through Gift Aid</li><li>straight from your wages or pension, through Payroll Giving</li></ul>"
536,8c0c4b05b0905d504d5f7d139bc7d951897379ad,<h1>Independent Contractor Defined</h1><p>You are not an independent contractor if you perform services that can be controlled by an employer (what will be done and how it will be done). This applies even if you are given freedom of action. What matters is that the employer has the legal right to control the details of how the services are performed.</p>
121,8ce40244860421bc4afd027d196cd4f2b0e1575b,"<h2>North Korea</h2><p>The banned luxury goods for North Korea are:</p><ul><li>hand knotted carpets, hand woven rugs and tapestries</li><li>pearls, precious and semi precious stones, articles of pearls, jewellery, gold or silversmith articles</li><li>coins and banknotes that aren’t legal tender - for example, antique coins</li><li>cutlery made from precious metal or plated or clad with precious metal</li></ul>"
69,8d205e644a986f7814a426546d850f5debc39741,<h2>Returning to work</h2><p>Employees have the right to return to their job if they take:</p><ul><li>Paternity Leave</li><li>only 26 weeks of Maternity or Adoption Leave</li><li>only 26 weeks of Shared Parental Leave (between both parents)</li><li>4 weeks or less of unpaid Parental Leave</li></ul>
23,8d9b0c15ef1eb7b54afa88304605e9ef23d3d7fe,<h3>Browser requirements for Aged Care Online Services</h3><p>Aged Care Online Services should be used with Internet Explorer and Chrome browsers. The minimum browser requirements for Aged Care Online Services are:</p><ul><li>Internet Explorer 9+</li><li>Google Chrome version 29+</li></ul>
232,8e373275866797fd3250a905e9662fc21aa06b54,"<h1>Export animal semen, ova and embryos: special rules</h1><p>Your ITAHC will be valid for 10 days after the inspection.</p>"
65,8e947b30a7fcc7b512d0eaa2aae63e924d02c777,"<p>In order to be considered for this benefit program, you must meet one of the following:</p><ul><li>A transitioning Servicemember within six months of discharge from active duty</li><li>A Veteran within one year of discharge from active dutyAny Servicemember or Veteran, eligible for VA educational assistance</li><li>A qualified dependent eligible for VA educational assistance</li></ul>"
354,8ee47ec4e1938f49b69a36f16ec6cf07ded1db23,"<h1>Update, advise, view and print your details and manage your appointments</h1><p>rent certificate - if you have recently updated your address or accommodation details with Centrelink</p>"
351,8fd24dac77d2a910364bf12151d43009511f725c,<h2>When you can’t inherit Additional State Pension</h2><p>You can’t inherit your spouse or civil partner’s Additional State Pension if you remarry or form another civil partnership before you reach State Pension age.</p>
560,901aa70cdf202de980190c593457afa0d39fd7b3,"<h3>Apply for an export licence</h3><p>Your licence will be valid for up to 2 months (or until your import permit expires, if sooner).</p>"
14,90d62b51353a6ccef87c4cc9644f9e75d749722f,<h3>Public Key Infrastructure</h3><p>If you don’t have access to HPOS or wish to use other online services you’ll need a Human Services Public Key Infrastructure (PKI) certificate.</p>
590,926df662aa2d939d1df32f2b28ac0e9386e02d8d,<h1>2. Who gets the minimum wage</h1><p>Contracts for payments below the minimum wage are not legally binding. The worker is still entitled to the National Minimum Wage or National Living Wage.</p>
104,92b2a26c0a4906362872aeba6b5ab883a5dc66dd,"<h2>General Program Requirements</h2><p>In order to qualify for this benefit program, you must have worked in Indiana during the past 12 to 18 months, and have earned at least a minimum amount of wages as determined by our guidelines. You must also be able to work and available for work each week that you are collecting benefits.</p>"
257,92c79dfa4c5014428649e7957c317876362b4e74,"<h1>Export art, antiques and cultural goods: special rules</h1><p>There’s a ban on supplying art works, collectors’ pieces and antiques to North Korea and Syria.</p>"
6,92e5ac92f406294be11963af2d53eafa932afbfb,<h2>Savings Credit</h2><p>To qualify for the extra Savings Credit you or your partner must be 65 or over.</p>
50,934169fd98979cfce29ab5ed37b81ba1e6625834,<h2>Benefits this applies to</h2><p>You can ask for mandatory reconsideration for benefits including:</p><ul><li>Compensation Recovery Scheme (including NHS recovery claims)</li><li>Diffuse Mesotheliomia Payment Scheme</li><li>Disability Living Allowance</li><li>Employment and Support Allowance (ESA)</li></ul>
522,9350769e5db17a5d558cd9fd3e398eece6f374cc,<h1>2. Help to Buy equity loan</h1><p>You can get a low-interest loan towards your deposit. This is called an equity loan.</p>
618,94a606cc177a9f27512a78e2f1f28b63124d535a,<h2>Your National Insurance record</h2><p>You’ll usually need at least 10 qualifying years on your National Insurance record to get any State Pension. They don’t have to be 10 qualifying years in a row.</p>
415,94ac1a4e1c026fd070a5865df0811426b0038947,<h2>Income Tax allowances and reliefs</h2><p>Most people in the UK get a Personal Allowance of tax-free income. This is the amount of income you can have before you pay tax.</p>
488,94ce16365b9e777c4e2a3ec5c1443749bf8cf2f0,"<p>If you would like to find out if you may be eligible for any of the benefits SSA administers, take the U.S. Social Security Administration’s (SSA) Benefit Eligibility Screening Tool. Once you have completed the eligibility screening questionnaire, you will be provided with a list of benefits for which you may be eligible. Print this page for your records before going to the application site.</p>"
263,94f5722a28e203ce2604fc2a8dfb3d407913ddf0,"<h2>Why your tax credits change</h2><p>Your payments can go up because:</p><ul><li>your income goes down by more than £2,500</li><li>your benefits stop or go down</li><li>you have a child</li><li>your childcare costs go up</li></ul>"
360,95d2d25b10d09209f7505c11a1e07eb029a0810b,"<h1>Green Card</h1><p>Having a Green Card (officially known as a Permanent Resident Card (PDF, 6.77 MB (PDF, 6.77 MB)) allows you to live and work permanently in the United States. The steps you must take to apply for a Green Card will vary depending on your individual situation.</p>"
626,95f57dea6cb35bc0696805eecdbf6ffe5cce0e0f,<h3>You claimed asylum before 5 February 2006</h3><p>You may still be able to get Child Tax Credit if you received financial support for your children through Income Support or income-based Jobseeker’s Allowance.</p>
296,97c30763a04dfd4759e790328b6a67d68f5937cb,<h3>Your obligations for using Centrepay</h3><p>You must have a way to handle complaints and resolve disputes with your customers.</p>
574,980bee1e7157ff7235228b22cf2c659a63d9453b,<h1>1. Overview</h1><p>If you were born on or before 5 August 1953 you could get between £100 and £300 to help you pay your heating bills. This is known as a ‘Winter Fuel Payment’.</p>
225,987e14387980d80cbe542fcbcb1c6f136da9e5db,<h1>1. Private Residence Relief</h1><p>You don’t pay Capital Gains Tax when you sell (or ‘dispose of’) your home if all of the following apply:</p><ul><li>you didn’t buy it just to make a gain</li></ul>
219,98b87dc3ec793703e2bad6908151da6a85cf6666,<h3>Nominee</h3><p>You can appoint a nominee to deal with us on your behalf if you are in residential aged care or are getting a home care package.</p>
241,9a0adca953d35393f860cae3e931435b61070b71,<h3>Online claiming for Residential Care providers</h3><p>Residential Care providers can submit claims using Aged Care Online Claiming.</p>
381,9a490221103ae7cd734131253d35f75579c84c8f,"<h2>If you did work in Washington state or were discharged from the military</h2><p>To determine if you are eligible for unemployment benefits we examine:</p><ol><li>Whether you worked enough hours in your base year:</li><li>You must have worked at least 680 hours in your base year.</li><li>At least some wages must have been earned in Washington, unless you recently left the military and are currently located in Washington state.</li></ol>"
455,9aa0b694fb59a30d0b06ff4fe0679f6e25d30a8f,"<p>To qualify for assistance, applicants must meet all loan eligibility requirements including:</p><ul><li>Be a family farmer;</li><li>Have a satisfactory history of meeting credit obligations;</li><li>For direct OL loans, be able to show sufficient farm managerial experience through education, on-the-job training, and/or general farm experience</li><li>Be a citizen, non-citizen national or legal resident alien of the United States, including Puerto Rico, the U.S. Virgin Islands, Guam, American Samoa, and certain former Pacific Trust Territories</li></ul>"
42,9ae3d25b11bc3a4be81f5884371de3b7c145ad48,"<h1>2. Eligibility</h1><p>You can’t get the payment if you live in Cyprus, France, Gibraltar, Greece, Malta, Portugal or Spain because the average winter temperature is higher than the warmest region of the UK.</p>"
326,9b06b032aa9a316e11d692f99c295add95196f57,"<h1>Export animal bones, protein and other by-products: special rules</h1><p>Otherwise, you can create your own commercial document.</p>"
45,9b65c4dc65c76310db9943f3c6e45c6541291b4e,<h1>8. Cancel registration</h1><p>You must cancel within 30 days if you stop being eligible or you may be charged a penalty.</p>
494,9c08b1f011100cbdb627a0391be512fa835eb7b3,"<ol><li>Commercial airports.</li><li>There shall be adequate toilet facilities approved by the proper authority in the community in which the commercial airport is located, an operation area contained in a building which has an interior floor area measuring no less than 6 feet by 8 feet, and a public telephone.</li></ol>"
141,9c1700331c6cb25dc1ed82c7a7556b33cb09adc0,<h1>Infographic: Find Affordable Rental Housing</h1><p>Government programs help low-income people find affordable rental housing. This infographic explains how they work.</p>
68,9c38b841b540b2b255b57e9f6e5d8050163fff04,"<p>The Farm Labor Housing Loan and Grant program provides capital financing for the development of housing for domestic farm laborers. Farm Labor Housing loans and grants are provided to buy, build, improve, or repair housing for farm laborers, including persons whose income is earned in aquaculture (fish and oyster farms) and those engaged in on-farm processing. Funds can be used to purchase a site or a leasehold interest in a site; to construct housing, day care facilities, or community rooms; to pay fees to purchase durable household furnishings; and to pay construction loan interest.</p>"
209,9c47dbd2d70e1672909d0ef261c506d3dbdb3a08,<h1>4. Complain about tax credits</h1><p>There’s a different process if you think your tax credits are wrong or you want to dispute a tax credits overpayment.</p>
555,9c6824a86bb0343e6abfbcfa4001e0ec8b3ef4c8,<h2>Taking repayments from your benefits</h2><p>*[DWP]: Department for Work and Pensions</p>
456,9c7c77550edb40d9b1a0e5a57973f094e71bebb0,"<h1>Tax if you leave the UK to live abroad</h1><p>If you work full-time abroad, you can usually visit the UK for up to 90 days - as long as you work no more than 30 of these days.</p>"
391,9d277c2d0606e721dc85f8d29f7c3856c287b4d5,<h1>Medical Marijuana</h1><p>Healthcare practitioners who are allowed to authorize the use of marijuana for medicinal purposes must complete a Washington State Department of Health Medical Marijuana Authorization form.</p>
304,9e724fbbed66ab4c5e2232ab62967d28990dd5d7,<h3>Benefits for your Business</h3><p>Centrepay can help your Business reduce administrative costs. This may include costs related to withdrawal and reconnection of your service to your customer.</p>
609,9e80765064185bd7cc4019cd23eb99f96a899e0d,<h3>Housing Benefit</h3><p>You don’t need to ask for mandatory reconsideration if you’re appealing a decision about Housing Benefit - you’ll need to appeal to the local council that made the decision.</p>
125,9ea54137b71f727ca5e7f05a4875edafdb1a4263,<h2>If your circumstances change</h2><p>You must report these changes to the Tax Credit Office.</p>
172,9f3fc4b26cd4c51bd6064a74bff5c49a67f3709b,"<h3>Register for Aged Care Online Claiming</h3><p>Residential Care level 8 and Home Care level 10 give authority to:</p><ul><li>view a care recipient profile including associated web forms, and</li></ul>"
418,9f55259ac74fcd0a94053d9c67676ad6ecba5e12,"<p>This program provides Federal financial assistance to states and territories to participate in a wide array of voluntary conservation projects for candidate, proposed, and listed species. The program provides funding for species and habitat conservation actions on non-Federal lands.</p>"
322,9fd9f87991df5a1035d20a20c0089fc2e17e78d0,<h1>1. Overview</h1><p>You may be prosecuted for benefit fraud or have to pay a penalty if you don’t tell benefit providers about overpayments.</p>
502,a0052505a3afede6fde28fae15ecf8845921c01c,"<h3>VAT registration</h3><p>If you start selling items that aren’t exempt, you can register for VAT voluntarily. You must register if the total value of non-exempt goods and services goes over the VAT taxable turnover threshold.</p>"
86,a0fef6cee5d4ac57a93907d90957e9b1064d8db2,"<h1>2. Who gets the minimum wage</h1><p>Workers are also entitled to the correct minimum wage if they’re:</p><ul><li>part-time</li><li>casual labourers, for example someone hired for one day</li><li>agency workers</li><li>workers and homeworkers paid by the number of items they make</li></ul>"
84,a16b6d3e6b375230cc3aadc6157efd6103be2713,"<p>Veterans who were discharged or released from the active military, naval, or air service after January 1, 2009, and before January 1, 2011, but did not enroll to receive hospital care, medical services, or nursing home care during the five-year period as currently specified by law, will have an additional one-year period from the date of enactment of the Clay Hunt SAV Act (February 12, 2015) to enroll for VA health care.</p>"
279,a1d052868a8b7b282794189070adabc56c6f54df,<h1>1. Overview</h1><p>Tell the office dealing with your benefit if:</p><ul><li>you think you’re being overpaid</li><li>your circumstances change</li></ul>
128,a1e625bec15f9031a4e59f4b36bcfbd86067e7c4,"<h4>Setting target amounts</h4><p>Where a specific amount needs paying, you can set a target amount. When this is reached deductions will stop. You can add target amounts to an existing deduction or create one with a new deduction.</p>"
353,a2e858ef79ceb6d33e9e0d83e073245565f45c53,"<h1>1. Overview</h1><p>You could be fined up to £300 if you don’t report certain changes within 30 days and up to £3,000 if you give wrong information carelessly or on purpose.</p>"
348,a32ad059a8000497ed9cb6bd0eb6c743f76498be,<h1>General Program Requirements</h1><p>The disability for which you are using the prosthetic or orthopedic appliance must be service-connected.</p>
303,a3b0124b26dc1eed1a5ef963cc8e2674326e926d,<h1>6. Extend your visa</h1><p>You must:</p><ul><li>meet the eligibility requirements of this visa</li><li>be in the UK</li><li>have a sponsor</li></ul>
142,a433e06346ed0d8ee31ca277770e631287742228,"<h1>Export food, drink and agricultural products: special rules</h1><p>You may need a certificate or to follow special rules to export:</p><ul><li>sugar and rice (outside the EU only)</li></ul>"
399,a4a39434071e7cb832c3a080d863a221316dae77,<h1>4. Nominating a home</h1><p>If you nominate a property as your main home you qualify for relief for most of the time you live away. You must have lived in the home as your only or main residence at some point while you owned it.</p>
11,a50904bdf5f21b9d625280122573cc8e1e3f090b,<h1>7. Inheriting or increasing State Pension from a spouse or civil partner</h1><p>You won’t be able to inherit anything if you remarry or form a new civil partnership before you reach State Pension age.</p>
113,a573f894e30942cd0490e9f654c14b65c750d8f3,<h3>Your obligations</h3><p>Businesses that use Centrepay need to:</p><ul><li>notify us of any changes to your Business or the goods and services you provide</li><li>keep records of your customer’s Centrepay payments for up to 2 years and storing them securely</li><li>have other payment methods to give your customers options on how they want to pay for goods and services. It’s their choice to use Centrepay or not</li><li>not pass on the transaction fee to a customer and make sure the full amount of the transaction fee is covered by your Business</li></ul>
402,a5c5e6d1bd2d4e5e41a4e6fc8996fedbe0f23de6,"<h2>When you won’t qualify</h2><p>You won’t qualify if you:</p><ul><li>are in prison for the whole week between 18 to 24 September 2017</li><li>are in hospital getting free treatment for more than a year</li><li>need permission to enter the UK and your granted leave states that you can’t claim public funds</li><li>have lived in a care home for the whole time between 26 June and 18 September 2017, and got Pension Credit, Income Support, income-based Jobseeker’s Allowance or income-related Employment and Support Allowance</li></ul>"
541,a6059011446b5e9cbe1c6bce9d074d3390d61294,"<p>Veterans who are not Native American, but who are married to a Native American non-Veteran, may be eligible for a direct loan under this program.</p>"
512,a6333efa7689fc8b8d3db250e4ddade8a95c9a84,"<h1>8. Bereavement benefits</h1><p>If you’re already getting a bereavement benefit when you move abroad, you’ll still get it - it doesn’t matter where you move to.</p>"
71,a687db813a519a3fc4ef66ece060681a851d660a,<p>Supplemental Security Income is a federally funded program administered by the U.S. Social Security Administration (SSA). SSI provides financial help to disabled adults and children who have limited income and assets.</p>
448,a68ad436db506a45bba11b0b930fe7cc4ebbb9c1,<h1>1. Overview</h1><p>You may be able to get the discount on your gas bill instead if your supplier provides you with both gas and electricity. Contact your supplier to find out.</p>
521,a6bf82d7b888f49ac44576ecfb1bcb14f0318589,<h2>Statutory Maternity Pay (SMP)</h2><p>You may also be able to claim it in:</p><ul><li>Kosovo</li><li>Montenegro</li><li>Serbia</li><li>Turkey</li></ul>
20,a6cde34df6eb967f132199ddb47353f56c1a5188,<h1>1. Eligibility</h1><p>You’ll be able to claim the new State Pension if you’re:</p><ul><li>a man born on or after 6 April 1951</li><li>a woman born on or after 6 April 1953</li></ul>
484,a6f0c4005f398db1ccf0e79637fb2eeb920b339c,"<h2>How do I become licensed to produce medical marijuana?</h2><p>Licensed marijuana producers or processors must follow the rules and guidelines set forth by the department in order to create compliant products (i.e., medical marijuana). There is no Department of Health application or approval process. You must follow the Washington State Liquor and Cannabis Board traceability system process and ensure all required testing is complete.</p>"
29,a72f54c23478d43dd9aec76f2722901b6d8aeb3d,"<p>The purpose of the program is to help Indian-owned businesses obtain commercially-reasonable financing from private sources. The Division of Capital Investment manages the Indian Loan Guaranty, Insurance, and Interest Subsidy Program which breaks through the conventional barriers to financing for tribes and individual Indians. The loan program helps facilitate loan financing for borrowers that would not be able to do so otherwise. The Division helps secure reasonable interest rates and reduces risks for all parties involved to promote economic development on or near an Indian community's reservation or service area.</p>"
371,a74dd1f16f98259a987d8e32d71aeeb5f713bbe8,<h1>1. Overview</h1><p>The National Minimum Wage is the minimum pay per hour almost all workers are entitled to. The National Living Wage is higher than the National Minimum Wage - workers get it if they’re over 25.</p>
150,a76d542428544679aeeb449f69b1014cddaf3db6,<h1>6. Immigration control</h1><p>You may be able to get Child Tax Credit if you’re either working in the UK or you’re not working because you’re:</p><ul><li>retired</li><li>pregnant or looking after children</li><li>sick or disabled or your partner has died</li></ul>
347,a7a8975169618e305900e268183b067a459294c7,<h1>1. Overview</h1><p>You can also claim your State Pension abroad.</p>
426,a86f52fcab68ce8019852eb29ef868bc2912cee6,"<h2>Vulnerable student bursary</h2><p>You could get up to £1,200 if at least one of the following applies:</p><ul><li>you’re in or recently left local authority care</li><li>you get Income Support or Universal Credit in your name</li><li>you get Disability Living Allowance (DLA) in your name and either Employment and Support Allowance (ESA) or Universal Credit</li><li>you get Personal Independence Payment (PIP) in your name and either ESA or Universal Credit</li></ul>"
337,a8c066f53b1d130c1e93d0edc948ec337b12836f,<h4>Business Online Services User details form</h4><p>You need to provide details of at least one of your staff who will register to access Centrelink Business Online Services for Centrepay.</p>
17,a91865b081c8a036dc6af7839d01f865c8fa552d,<p>Veterans Affairs (VA) must receive an application for payment of Gratuitous S-DVI (ARH) within two years from the date of the Veteran's death.</p>
410,a9607cc6b7bf9a70bdb858bfd32128a2dabc7209,"<h3>Logging out</h3><p>When you log out of your app a message will say: you have successfully logged out. If you don’t see this message, you haven’t logged out properly.</p>"
213,aa916bfcfc70929a957c30b9c2d81e292f6ff4b0,<h1>4. Complain about tax credits</h1><p>You can complain about things like unreasonable delays or the way you’ve been treated.</p>
92,ab0fbf3260785c5adf8e8dd7919c0c7d513cf0bf,"<p>All ATV riders under 18 years old, whether they are operators or passengers, must wear protective headgear.</p>"
134,ab4cdce68514645bbdf90620e885cdf5c4ab2000,"<p>The Fishermen's Contingency Fund (FCF) was established to compensate fishermen for economic and property losses caused by oil and gas obstructions on the U.S. Outer Continental Shelf. The fund was established in the U.S. Department of the Treasury, without fiscal year limitation, as a revolving fund comprised of assessments paid by offshore oil and gas interests. Compensation for economic loss is based on 50 percent of gross income lost, rather than loss of profits.</p>"
21,acd86eb69dcbb1ca3a6c14418d8ee76be5d69126,"<h2>If you get Adult Dependency Increase</h2><p>If you’re a man claiming the increase for your wife, you’ll stop receiving the increase when she reaches State Pension age. You don’t need to tell the Pension Service about this.</p>"
554,ad7ec90d5e39d5c86dc380d9d4abfc1d1c3cbacf,<h1>2. VAT rates</h1><ul><li>any goods below the distance selling threshold you supply to non-VAT registered EU customers - if you go over the threshold you’ll have to register for VAT in that country</li></ul>
174,ae4690511e1120ed8eddd0cb95793e0f8291fd3f,<h2>Sanctionable benefits</h2><p>The following benefits can be reduced or stopped if you commit benefit fraud:</p><ul><li>Income Support</li><li>Industrial Death Benefit</li><li>Industrial Injuries Disablement Benefit</li><li>Industrial Injuries Reduced Earnings Allowance</li></ul>
621,ae49349ffddcb62b63ed269ea8385eee0f871e11,"<h3>A pension worth up to £30,000 that includes a defined benefit pension</h3><p>If you have £30,000 or less in all of your private pensions, you can usually take everything you have in your defined benefit pension as a ‘trivial commutation’ lump sum. If you take this option, 25% is tax-free.</p>"
214,ae60e748d504f9428fceebb27db55d3101ae7827,<h2>Appeal a decision</h2><p>If you’re unhappy with the response you can appeal the decision.</p>
154,ae635e2d27165e84b3226ec0a4eda46674948e62,<h2>You reached State Pension age before 6 April 2016</h2><p>To get the basic State Pension you must have paid or been credited with National Insurance contributions.</p>
425,aeed176c62229fdf13031922c977ab4890073cb2,"<p>In order to qualify for this benefit program, you must be an operator of record in Farm Service Agency (FSA) record system unless an exception is granted. Eligible lands include cropland, grassland, prairie land, pastureland, rangeland, nonindustrial private forest land, and agricultural land under the jurisdiction of an Indian tribe. Applicants may include individuals, legal entities, joint operations, or Indian tribes.</p>"
451,af0b5f65c324075fe60045fe27c925d7a68ef945,<h2>Pension Credit</h2><p>You’ll usually get Cold Weather Payments if you get Pension Credit.</p>
70,af106af59ee49908f1337abbc6f3e43afba60a10,<h1>2. Eligibility</h1><p>You must have:</p><ul><li>an unconditional offer of a place on a course with a licensed Tier 4 sponsor</li><li>enough money to support yourself and pay for your course - the amount will vary depending on your circumstances</li></ul>
557,af12526d79936d8b80078bbf5604b0ff1afd6f69,<h2>Childcare costs</h2><p>To qualify your children must either:</p><ul><li>be in registered or approved childcare in the UK</li><li>be in childcare approved by a Ministry of Defence accreditation scheme abroad - if you’re a Crown servant posted abroad</li></ul>
476,b02a6be3aabe2cc336387d4574f6a11299f7d1e2,"<h2>Help in an emergency</h2><p>If you only got in-kind help, like new electrical goods or food, you can still claim for Crisis Payment.</p>"
388,b0ade20c8de2d670a539bd0b36323c10d202f77c,<h3>If you get Widowed Parent’s Allowance</h3><p>You may receive it again when you reach State Pension age if you were over 45 when you were entitled to Widowed Parent’s Allowance.</p>
64,b0e000258f93fe27ee55c837cff9f5a71bea3cd0,<h2>Statutory Maternity Pay (SMP)</h2><p>You may also be able to claim it in:</p><ul><li>Barbados</li><li>Bosnia and Herzegovina</li><li>Israel</li><li>Channel Islands</li></ul>
